हेलो एवरीवन मेरा नाम ग्वायर है और आज के इस एसएमसी के लेक्चर नंबर सेवन में हम लर्न करने वाले हैं कि
लाइक प्रीमियम डिस्काउंट इक्विलियम बोला जाता है मैं इसमें डेप्थ में बाद में जाऊंगा आज इसके ऊपर लेक्चर नहीं है आज ब्लॉक
के ऊपर लेक्चर है तो मैं ज्यादा डेप्थ में नहीं लर्न करूंगा राइट बट कुछ जगह इसकी नीड है तो मैं कुछ
सेटिंग्स आपको बता देता हूं और कुछ एक समरी दे देता हूं जिससे आप इसको सही तरीके से समझ पाओ नाउ जब
आप इसके सेटिंग पर जाओगे इसके जो फबो का जो सेटिंग था उसके अंदर जस्ट आपको सारे जो मार्क है आपका डिफॉल्ट
जो सेटिंग होगा वो कुछ अलग होगा आपको सारे मार्क को अनटिक कर देना है राइट जस्ट आपको तीन चीजें लेनी है
पहले यहां पर टाइप करना है जीरो राइट जीरो टाइप करके आपको ये जो मार्क है ये कर देना है राइट फिर
0.5 एंड व बस हमें ये तीन चीजों की नीड है 0 0.5 एंड व राइट इतनी ही हमें नीड है फिना
के सेटिंग में और इस सेटिंग को हम ओके कर देंगे तो आपका कुछ जो फिना टूल है वो इस तरीके से
दिखेगा अब इसके अंदर जो कलर वगैरह है राइट या ट्रेड लाइन वगैरह रिमूव करना है बैकग्राउंड वगैरह ये जो है वो
आप अपने हिसाब से कर लेना मैंने पूरा बैकग्राउंड उतार रखा है तो अभी फिलहाल हमें इतनी नीड है राइट अब नाउ
इसका पीछे का रीजन क्या है या इसे क्या बोला जाता है इसकी मैं एक समरी आपको बता देता हूं देखो 1
और 0.5 राइट मैं इसको इस तरीके से ले लूंगा तो ऊपर से नीचे का अगर मार्क कर रहा हूं तो वन
नीचे आ जाएगा राइट बट मैं सिंपल वे में बताऊं तो 0.5 के ऊपर का पार्ट ये 0.5 है राइट इसके ऊपर
का जो पार्ट है अगर मैं इसे मार्क करूं 0.5 से लेक मैं यहां तक का मार्क करो यहां पे अगर वन
भी होगा या जीरो भी होगा वो आप डिपेंड करता है आप किस तरीके से यूज़ करते हो नीचे से ऊपर मार्क
कर रहे हो या ऊपर से नीचे मार्क कर रहे हो राइट तो 0.5 के ऊपर का जो जोन है उसे बोला
जाता है प्रीमियम जन राइट प्रीमियम जन और 0.5 के बिलो का जो जन है इसे बोला जाता है डिस्काउंट जन राइट
नाउ इसके पीछे का लॉजिक क्या है आप समझो जब भी हम नीचे से बाय करना चाहते हैं राइट तो उसे बोला
जाता है कि हम डिस्काउंट से बाय करेंगे और टारगेट कहां रखेंगे प्रीमियम तक राइट यह इसके पीछे का जो लॉजिक है
राइट या इसको किस तरीके से यूज करते हैं वो मैं आपको एक्सप्लेन कर रहा हूं यह जो पार्ट है राइट यह
वाला जो पार्ट है यह आपका डिस्काउंट जोन है आप इसके आप % के बिलो भी ले सकते हो राइट बट आप
पूरा लोगे तो भी चलेगा राइट अब आपने मान लो इसको इस तरीके से किया अगर आपको बताऊ ये हमारा चार्ट है
राइट और मैंने इसको यहां से यहां तक मार्क किया राइट अब जैसे मैंने आपको बताया कि 0.5 के बिलो वाला जो
पार्ट है वो डिस्काउंट है और 0.5 के अबब वाला पार्ट जो है वो प्रीमियम है नाउ समझो प्रीमियम में हमेशा ऊपर
से सेलिंग होती है और डिस्काउंट में क्या होता है बाय राइट इसके पीछे का रूल क्या है कि डिस्काउंट से बाय
करना है प्रीमियम से सेल करना है नाउ यह वर्क बढ़िया करता है मैं मानता हूं बट फेल क्यों होते हैं पता
है फेल इसलिए होते हैं क्योंकि हम बायस जो है हमारे जो चार्ट है लाइक उसका जो ट्रेंड है वो अगर बायस
को मैं अगर बायस को मैं आने वाले लेक्चर में आपको लर्न करंगा बट एक शॉर्ट में बता रहा हूं कि आपका
जो टारगेट है प्राइस किस डायरेक्शन में जाना चाहता है कहां तक जाना चाहता है राइट वो किस डायरेक्शन का है उसे
समझो लाइक अभी इसके जो बायस है वो डाउन साइड के है राइट तो ये डाउन साइड के लिए जा रहा है
तो इसके अंदर अब नीचे से बाय नहीं कर सकते लाइक डिस्काउंट से बाय नहीं कर सकते इसके अंदर आपको प्रीमियम से
हमेशा सेल करना होगा राइट तो अगर आपने अगर नोटिस किया हो यहां से यहां तक गिरावट आई फिर पुल बैक आया
राइट तो ये गिरावट तक आपने मार्क किया नाउ इसके अंदर आपके प्रीमियम के अंदर सेलिंग के लिए कौन-कौन सा जन है
जब आप यहां पर देखोगे यह एजी राइट एंड ये ऑर्डर ब्लॉक ये इनसाइड बार है ब पूरा का पूरा ये लेते
हो तो वो भी आप ले सकते हो राइट और ये ऑर्डर ब्लॉक भी लेना चाहो तो वो भी आप ले सकते
हो ठीक है इसके पीछे मैं रीजन बताऊंगा कि प्राइस यहीं से क्यों गिर है वो भी मैं आपको बताऊंगा ठीक है
बट फिलहाल मैं आपको बता रहा हूं कि इसके अंदर कौन-कौन से प्रीमियम जोन है जहां से हम सेल कर सकते हैं
तो अभी फिलहाल के लिए एक एफजी है जहां से प्राइस डाउन साइड की ओर गिर रहा है राइट तो यह इसके
पीछे का लॉजिक है कि आप प्रीमियम से सेल कर सकते हो और डिस्काउंट से बाय कर सकते हो नाउ अगर आप
यहां पर देखोगे हमने इसको इसको कुछ इस तरीके से मार्क किया राइट देखो यहां से एक बाइंग आई है राइट और
फिर उसके बाद प्राइस नीचे गया तो 0.5 अब इसे क्या बोलते हैं इसे बोलते हैं इक्विलियम राइट प्राइस ने इक्विलियम को
टैप किया एंड प्राइस अप साइड में बाउंस हो गया ठीक है इसको भी मैं डेप्थ में लर्न करवाऊंगी बट मैं जस्ट
आपको चीजें समझा रहा हूं फोनची की क्योंकि ये इसके ऊपर लेक्चर नहीं है राइट ये इसके ऊपर लेक्चर नहीं है ये
ब्लॉक्स के ऊपर है बट ब्लॉक्स में काफी जगहों पर इसकी नीड पड़ेगी इसलिए मैं आपको बता रहा हूं पहला हमारा ये
जो जन है वो है प्रीमियम इक्विलियम लाइन य जो मिड की लाइन इक्विलियम और इसके नीचे का जो जोन है वो
डिस्काउंट राइट आई होप आप मेरी चीज को समझ रहे हो कि मैं आपको क्या कहना चाह रहा हूं अगर हम बाइंग
जोन देखें अगर आप यहां पर देखोगे प्राइस का यह पूरा लग है जिसे हमने मार्क किया नाउ य ट्रेंड अप है
तो डिस्काउंट में हमें बाय करना है तो डिस्काउंट के अंदर कौन सा जोन है जहां से हम बाय कर सकते हैं
य रहा एजी वाला राइट और हम यहां से इसको बाय कर सकते हैं डिस्काउंट से बाय किया प्रीमियम तक टारगेट ये
इसके पीछे का रूल है राइट अगर ट्रेंड अप है तो डिस्काउंट से बाय करना है ट्रेंड डाउन है तो प्रीमियम से
सेल करना है आई होप आप मेरी बातों को समझ रहे हो राइट कि इसका इसस तरीके से यूज होता है नाउ
एडवांस ऑर्डर ब्लॉक पे हम शिफ्ट होते हैं अब ऑर्डर ब्लॉक का समरी क्या है उसको समझो देखो ऑर्डर ब्लॉक एक ऐसी
कैंडल होती है जिसके अंदर बहुत सारे ऑर्डर लगे होते हैं और किसके ऑर्डर लगे होते हैं बिग प्लेयर्स के जो मार्केट
को चलाते हैं मार्केट को बनाते हैं राइट मार्केट मेकर जो लोग हैं ठीक है मार्केट के अंदर मैन पुलेट जो लोग
करते हैं एक बड़ा अमाउंट लगाते हैं उनके ऑर्डर्स जो है एक ऐसे कैंडल में लगे हुए रहते हैं जिसे ब्लॉक ऑर्डर
ब्लॉक बोला जाता है राइट एक पर्टिकुलर एक कैंडल होती है जिसके अंदर बहुत सारे ऑर्डर बलक लगे हुए बहुत सारे ऑर्डर्स
लगे हुए रहते हैं नाउ चीजों को समझो जब हम ट्रेड लेते हैं तो हमारे ट्रेड की साइज ज्यादा से ज्यादा क्या
होगी दो लॉट पाच लॉट 10 लॉट 20 लॉट 25 लॉट ट अगर किसी के पास ज्यादा पैसा है तो 100 लट
100 लॉट हम बाय कर सकते हैं बट जिसके पास मान लो 100 हज करोड़ है 15000 करोड़ है 20 हज करोड़
है वह कैसे अपने ऑर्डर को फील करेगा देखो मार्केट दो चीजों पर चलता है अगर बायर को बाय करना है तो
सामने सेलर होना चाहिए राइट और अगर सेलर को सेल करना है तो सामने इसके माल को खरीदने के लिए बायर होने
चाहिए अगर इनमें बैलेंस नहीं बना तो चीजें जो है बिकना और जो है खरीदना कम हो जाएगी बैलेंस नहीं बनेगा चीजें
बिगड़ने लगेगी राइट अगर अब अब अब मेन चीज क्या आती है पता है जब आप दो लॉट का ऑर्डर लगाते हो
यहां से तो अभी मान लो अमन अमन करके एक बंदा है जिसने दो लॉट का ऑर्डर बाय के लिए डाला तो
सेल वाला रेडी है राइट ठीक है उसको बेचने के लिए रेडी है ये खरीदना चाहता है ये बेचने के लिए रेडी
है दो लट कोई भी बाय सेल कर सकता है राइट हर एक रिटेल प्लेयर हर एक नॉर्मल मिडल क्लास का बंदा
एक दो लॉट तो बाय सेल कर सकता है तो हमारे ऑर्डर हमारे जो ऑर्डर है वो क्विकली फिल हो जाते हैं
राट तुरंत फिल हो जाते हैं बट क्या हो एक बंदा 10000 करोड़ की बाइंग करना चाहता है अब हर बंदे ऐसे
थोड़ी है जो 10 हज करोड़ लेकर चल रहे हैं सही बात है ना हर बंदे ऐसा नहीं है कि जो 10
हज हमारे सिटी में भी नहीं होंगे सधी सी बात है हमारी सिटी में हा कुछ मान लो कुछ बड़ी सिटी में
आप रह रहे हो तो अलग बात है बट जो हम ज्यादातर सिटि में भी नहीं होंगे वो गिने चुने लोगों में
आते हैं राइट तो उनके ऑर्डर कैसे फील होते हैं वो आप समझो देखो उनके ऑर्डर जो है लाइक अगर उन्हें बाय
करना है राइट अगर उन्हें बाय करना है तोव क्या करेंगे पता है सेल वाले कैंडल में मींस अगर उन्हें यहां से
बाय करना है तो सेल वाली कैंडल जो है उसमें ऑर्डर्स लगेंगे उनके और जिने अगर उन्हें सेल करना है तो जो
बाइंग पुलबैक है उसमें इनके ऑर्डर फील होंगे अगर मैं आपको इजी वे में समझाऊ यह जो चार्ट है डाउन ट्रेंड का
है राइट यह जो तीन कैंडल है राइट यह जो फर्स्ट सेकंड थर्ड यह जो कैंडल है राइट या फिर जहां से
सेलिंग हुई है वही मैं बता देता हूं यहां से राइट तो अगर आप यहां पर देखोगे फर्स्ट सेकंड थर्ड फोर्थ एंड
फिफ्थ पांच कैंडल बाइंग की हुई अब यहां पे क्या हो रहा है रिटेल प्लेयर बाय कर रहे हैं कौन बाय कर
रहा है रिटेलर पांच कंटिन्यू ग्रीन कैंडल बनी लोगों ने बाइंग स्टार्ट कर दी हम रिटेल प्लेयर ऐसे ही है ऐसे ही
ट्रेड करते हैं राइट कैंडल को देखते हैं हमारे माइंडसेट को कंट्रोल नहीं कर पाते व जैसे ही बाय करेंगे अब इसके
अंदर क्या हो रहा है पता है इसके अंदर सेल की पोजीशन लगी हुई है किन लोगों की सेल की पोजीशन बिग
प्लेयर्स की जब रिटेलर बड़े एक जनसंख्या में बाइंग की ओर जाएंगे तभी बिग प्लेयर्स की बड़ी क्वांटिटी के जो ऑर्डर है
वह फील हो पाएंगे तो अगर मान लो बिग प्लेयर्स भी बड़ी क्वांटिटी के साथ बाय में जा रहे हैं और रिटेलर
भी बाय में जा रहे तो बैलेंस नहीं बन रहा है समझ रहे मैं क्या कह रहा हूं बैलेंस नहीं बन रहा
है राट तो यह जो आपके सामने है चार पाच कैंडल जो है इसके अंदर रिटेलर बाय कर रहे हैं राट तो
ये लोग बाय कर रहे हैं और इनको जो प्रोडक्ट है वो सेल कौन कर रहा है बिग प्लेयर समझ रहे हो
बिग प्लेयर जो है सेल कर रहा है अब यहां पर क्या हो रहा है इनके ऑर्डर्स फील हो रहे हैं राट
यह इसके पीछे का एक लॉजिक है इसके पीछे का एक कांटेक्ट है जिसे आपको समझना है एक सेंस है राइट आप
डायरेक्टली चार्ट में गए सपोर्ट ड्र करोगे रेजिस्टेंस ड्र करोगे या बे फालतू की चीज इंडिकेटर लगा दिए और आपको लॉजिक नहीं
पता मार्केट कैसे वर्क करता है देन कुछ भी काम का नहीं है राइट नाउ ऑर्डर ब्लॉक यह कैंडल ई किसके लिए
डाउन ट्रेंड के लिए अगर आपको डाउन ट्रेंड में ऑर्डर ब्लॉक मार्क करने हैं तो आपको बाइंग कैंडल्स मार्क करनी होंगी ध्यान
से समझो जैसे लाइक स्ट्रक्चर इस तरीके से चल रहा है मगर आपको बताऊ लोअर लो आईडीएम राइट प्राइस इधर गया डाउन
लोअर लो डाउन लोअर लो डाउन अब आपको ऊपर से बारबार सेल करना है राइट यहां से सेल करना है यहां से
सेल करना है या फिर आपको यहां से सेल करना राट तो इसके लिए आपको इसके अंदर बाइंग कैंडल ढूंढनी है आप
सेलिंग नहीं ढूंढ सकते सेल करना है तो सेल के लिए सेलिंग कैंडल नहीं चलेगी सेल के लिए बाइंग कैंडल और अगर
आपको बाय करना है राट आपको यहां से बाय करना है तो इस जगह पर आपको सेलिंग कैंडल ढूंढनी है बाय करना
है तो सेलिंग कैंडल एंड सेल करना है तो बाइंग कैंडल ढूंढनी है जहां पर आप सेल कर सको नाउ अब इसको
फाइंड कैसे करते हैं और इसके अंदर क्या-क्या रूल अप्लाई होते हैं उसको आप समझो अगर आप इस चार्ट को ध्यान से
देखोगे तो हाई की जो लिक्विडिटी है सारी कलेक्ट हो चुकी है राइट अभी हम 5 मिनट के टाइम फ्रेम पे जब
आप 15 मिनट के टाइम फ्रेम पे जाओगे तो ये लिक्विडिटी यहां पे कलेक्ट हो चुकी है ऑलरेडी राइट नाउ अब आपको
समझना है कि यहां पे हो क्या रहा है ये जो कैंडल्स है ये जो पूरा का पूरा एक क्वेश्चन है यह
पूरा जो लैग है इसके अंदर रिटेलर बाय कर रहे हैं और बिग प्लेयर्स के जो ऑर्डर्स है वो फील हो रहे
हैं क्या हो र है बिग प्लेयर्स के जो ऑर्डर है वो फील हो रहा है नाउ प्राइस डाउन आ गया ट
अब डाउन आने के बाद प्राइस ऊपर जा रहा है एंड इधर इसने क्या किया आईडीएम राइट अब इस पार्ट को हम
इस तरीके से ले देन हमें प्रीमियम से क्या करना है प्रीमियम से हमें क्या करना है हमें सेल करना राइट नाउ
अब अगर आप यहां पर नोटिस करोगे तो यह ऑर्डर ब्लॉक की कैंडल्स है देखो नाउ कंफ्यूजन कहां आता है पता है
हम कुछ लोग यहां तक मार्क करते हैं ये ग्रीन कैंडल तक कुछ लोग यहां तक कर एक्चुअली आपको यहां तक करना
है क्यों सेलिंग के अंदर आपको लास्ट बाइंग के जो कैंडल्स है वो आपको मार्क करनी है तो लो से लेकर हाई
तक बाइंग देख अगर आप यहां पर ध्यान से देखोगे मैं जूम करू इर इसके अंदर भी इससे हाई तक बाइंग आई
है फिर सेलिंग आई है तो आपको ये और ये पूरा बाइंग जोन मार्क करना हां अगर इसके बीच में एक भी
सेलिंग कैंडल आ जाती तो आप कट होकर जस्ट वो बाइंग कैंडल ही लेते लाइक अगर मैं आपको बताऊ कुछ एग्जांपल दू
देखो यह ग्रीन कैंडल है बट मिड में रेड कैंडल आ गई राइट मैंने ब्लैक करके रखी राइट तो ये ब्लैक कैंडल
आ गई सेलिंग कैंडल अगेन ग्रीन कैंडल है सेलिंग कैंडल आ गई अब नाउ मैं इसको इस तरीके से पूरा नहीं ले
सकता हां अगर इनसाइड बार है तो मैं ले सकता हूं बट नाउ मैं इसको पू तरीके से नहीं ले सकता तो
मुझे क्या करना होगा मैं यहां से यहां तक मारूंगा मुझे जस्ट ग्रीन ग्रीन कैंडल ही लेनी है राइट आपको समझना है
चीजों को ग्रीन ग्रीन कैंडल ही आपको लेनी है सेलिंग करना तो लास्ट बाइंग कैंडल्स आपको लेनी है और इस कैंडल्स के
जो नंबर्स है लाइक ऐसा नहीं है कि दो कैंडल या तीन कैंडल नहीं इसके अंदर आपको पांच कैंडल्स भी देखने को
मिल सकती है इसके अंदर आपको जस्ट एक कैंडल भी देखने को मिल सकती है राइट तो वो आप पर है कि
आप कितनी कैंडल आपको चार्ट में दिख रही है राइट और आप इसको एट किस तरीके से मार्क कर पाते हो अगर
आप ऐसे को मार्क करोगे देन आप ट्रैप होने वाले हो आपको सही ऑडर ब्लॉक्स नहीं मिलेंगे राइट तो नाउ अगर मैं
यहां पर देखू तो ये सारे ग्रीन है क्लियर पिक्चर है राइट मैंने य पूरा मार्क किया हाई तक ठीक है अब
जब आप यहां पर देखोगे ओके जब आप यहां पर देखोगे मैंने अगर इसे इस तरीके से मार्क किया प्राइस जो है
आईडीएम होने के बाद ये मैं इसे हटा देता हूं राइट प्रीमियम से हम सेल करना राइट यह आईडीएम वाला पार्ट है
अगर इसे नाम दू आईडीएम दे दिया राइट अब आईडीएम के ऊपर यह वाला ऑर्डर ब्लॉक वाला पार्ट है राइट जो मैंने
लिया हुआ है ठीक है यह ऑर्डर ब्लॉक का 0.5 जिसे बोला जाता है मीन थ्रेस होल्ड एमटी राइट मीन थ्रेस होल्ड
आप इसे बोल सकते हो ठीक है और किस किस ब्लॉक्स में मीन थ्रेस होल नहीं लेना है किस ब्लॉक में मीन
थ्रेस लेना है वो भी मैं अभी आपको बताऊंगा राट ये मीन थ्रेस होल्ड वाला पार्ट है 0.50 का राइट नाउ ये
आपका पहला सेल का ट्रेड बनता है इस जगह पर एंड जो आपका स्टॉप लॉस रहेगा वो आप इसके हाई पर रख
सकते हो एंड जो टारगेट है वो यहां पर लो तक रखोगे या फिर जो भी आपका पीआई वगैरह है वो आप
डाल सकते हो वो सारी चीजें आप पर आती है राइट ठीक है मैं ज्यादातर बॉस तक ही टारगेट रखता हूं बट
जहां आपके बायस है आप वहां तक इसे प्लान कर सकते हो राट यह आपका पहला सेटअप बना नाउ आप लोगों के
माइंड में डाउट आ रहा होगा कि लेश भाई हम इसे क्यों नहीं लेते आप इसे ले सकते हो मैं मना नहीं
कर रहा हूं आप जो है इस वाले क्वेन को ले सकते हो अगर अगर यह जो कैंडल है यह ब्लैक कैंडल
कुछ इस तरीके से होती इस ब्लैक कैंडल के हाई ने इस कैंडल का हाई लिया होता तो यह इनसाइड ये जो
ब्लैक कैंडल है ये ग्रीन कैंडल के इनसाइड बार में नहीं आती इनसाइड बार का रोल आपको पता ही है राइट ब्लैक
कैंडल जो है इसके इनसाइड में नहीं आती राइट तब ये ये वाला पार्ट वन एंड ब्लैक कैंडल के बगल वाली कैंडल
पार्ट टू दो डिवाइड हो जाते हैं पार्ट वन एंड पार्ट टू बट अगर आप यहां पे देखोगे ये इसके अंदर आ
रही है मींस ये बाइंग कैंडल के अंदर आ रही है तो ये दोनों बाइंग कैंडल ही मानी जाएगी राइट तो ये
दोनों को अलग नहीं कर रही है पार्ट वन और पार्ट टू को अलग नहीं कर रही है तो आप ये पूरे
